Text Content,Document,Codes,Start position,End position
**Challenges/Problems/Questions:**,issue396_allCommentsText.doc,396_non-argumentative,197590,197624
"-         Why are there so may different setting files? User settings, Workspace settings? It should  IMHO all be stored in one and the same location.",issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",197625,197775
"By preference in the user his personal folder/profile, so each user on the system can have his own settings. Extra bonus.",issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",197776,197897
they don't clutter the project files and multiple users can do their own thing.,issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",197898,197977
Clear the profile? Great! Clean slate for VS Code too.,issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",197978,198032
"I think `Workspaces` are a bit over-engineering things if you want:Speed, simplicity and an editor that just works., no over-complicating things or understanding extra concepts.",issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",198035,198213
"If users from Sublime or other editors don't use this concept in their workflow, that should be an indication of overthinking things.",issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",198214,198347
"Or it could mean something really awesome is invented that other editors will implement too, but I have my doubts.",issue396_allCommentsText.doc,"396_against 57, 396_warrant 57",198348,198462
"I'm sorry if this sounds as rant, that's absolutely not my intention.",issue396_allCommentsText.doc,396_non-argumentative,198465,198534
But I believe we can do better with regards to multi root/folder access.,issue396_allCommentsText.doc,"396_claim 57, 396_against 57",198535,198607
I've found from experience that KISS is always the  best approach.,issue396_allCommentsText.doc,"396_claim 72, 396_support 72",196651,196717
It all depends on the use cases one wants to cover.,issue396_allCommentsText.doc,396_non-argumentative,196599,196650
I hope these examples make it a little bit easier to understand why KISS is not as easy for us as one might think.,issue396_allCommentsText.doc,"396_claim 72, 396_against 72",201446,201560
"Thanks for that explanation @bpasero, I think I understand better now what the complexity is.",issue396_allCommentsText.doc,396_non-argumentative,205141,205234
"@bpasero thank you for getting back to me and for the detailed explanation, I really appreciate that.",issue396_allCommentsText.doc,396_non-argumentative,203383,203484
"The app and its extensions are still a bit in beta or even alpha state at some points, but still, great work guys!",issue396_allCommentsText.doc,396_non-argumentative,204776,204890
Really appreciate the efforts and seeing the progress in the Insider builds every day. Keep up the great work and have a nice weekend.,issue396_allCommentsText.doc,396_non-argumentative,204891,205025
"Why did I chose for VS Code? Because it's cross platform, as I use Linux at home and Windows at work, this could really become my default editor!",issue396_allCommentsText.doc,396_non-argumentative,204319,204464
"As an extra bonus, I am a PowerShell developer and there is an extension for it too.",issue396_allCommentsText.doc,396_non-argumentative,204465,204549
"On top of that, for the Java course I'm following, Red Hat is making an extension also for VS Code.",issue396_allCommentsText.doc,396_non-argumentative,204573,204672
"So once you get to know VS Code better, with its shortcuts and all, you'll benefit across the board.",issue396_allCommentsText.doc,396_non-argumentative,204673,204773
I like the Workspace idea!,issue396_allCommentsText.doc,"396_claim 57, 396_support 57",208219,208245
Any ideas on when this is going to be ready?,issue396_allCommentsText.doc,396_non-argumentative,208246,208290
Is it expected at this point that the git information in the bottom left corner does not accurately reflect the git branch of whatever repo the currently focused file is in?,issue396_allCommentsText.doc,396_non-argumentative,208399,208572
"I didn't see anything about ""multiple git roots"" in the v1_15 release notes.",issue396_allCommentsText.doc,396_non-argumentative,208573,208649
I've been using this feature now with the Insider build for a few days and I must say it's everything I've wanted it to be.,issue396_allCommentsText.doc,396_non-argumentative,208760,208883
Very clean user experience and I can't wait till it's in the main build so I can convert my whole team to this.,issue396_allCommentsText.doc,396_non-argumentative,208884,208995
Huge props to the team!,issue396_allCommentsText.doc,396_non-argumentative,209146,209169
When working with NodeJS and having multiple NPM modules open at a time the way it puts everything together into one window is a huge time saver.,issue396_allCommentsText.doc,396_non-argumentative,208998,209143
"Why does this feature show up in my release notes with a gif and an explanation, but isn't available in the actual editor?!",issue396_allCommentsText.doc,396_non-argumentative,209288,209411
@ShashankaNataraj that is on insiders build not on original build.,issue396_allCommentsText.doc,396_non-argumentative,209526,209592
If you see doc carefully it will be mentioned as only for insider builds,issue396_allCommentsText.doc,396_non-argumentative,209593,209665
"Our roadmap for ongoing multi root work is captured in https://github.com/Microsoft/vscode/issues/28344 and will continue through August, September and probably also October.",issue396_allCommentsText.doc,396_non-argumentative,209777,209951
We will keep this feature available only in insiders until:,issue396_allCommentsText.doc,396_non-argumentative,209954,210013
"*         we can provide a proper multi-root enabled SCM, debug and tasks experience",issue396_allCommentsText.doc,396_non-argumentative,210014,210098
*         we adopted multi-root APIs and functionality for the extensions that we ship with and that we actively contribute to (e.g. Go),issue396_allCommentsText.doc,396_non-argumentative,210099,210235
*         extension authors had enough time (e.g. 1 milestone) to adopt the [new multi root APIs](https://code.visualstudio.com/updates/v1_15#_new-api-for-multiroot-workspaces),issue396_allCommentsText.doc,396_non-argumentative,210236,210412
Please understand that we want to avoid shipping this feature to stable and having a broken extensions experience because we rushed this feature in too soon.,issue396_allCommentsText.doc,396_non-argumentative,210415,210572
"Thanks for being professional guys, great job!",issue396_allCommentsText.doc,396_non-argumentative,210683,210729
@bpasero I am a bit worrying about extension authors that they will update plugins at time.,issue396_allCommentsText.doc,396_non-argumentative,210838,210929
Do they receive some special upcoming breaking change emails?,issue396_allCommentsText.doc,396_non-argumentative,210930,210991
@FelikZ please look at our roadmap (https://github.com/Microsoft/vscode/issues/28344).,issue396_allCommentsText.doc,396_non-argumentative,211110,211196
For the September release we plan to adopt the extensions that we ship in VS Code and while we are working on that we add the necessary APIs and utilities needed to do so.,issue396_allCommentsText.doc,396_non-argumentative,211197,211368
During September this is the plan: ![image](https://user-images.githubusercontent.com/900690/29418707-606f6ae6-836d-11e7-96f3-36d21e7baad8.png),issue396_allCommentsText.doc,396_non-argumentative,211371,211516
Today's insider update comes with some changes to the `.code-workspace` file that I wanted to summarise here.,issue396_allCommentsText.doc,396_non-argumentative,211628,211737
Existing workspaces with the previous format will automatically be migrated to the new format.,issue396_allCommentsText.doc,396_non-argumentative,211738,211832
"The old format looked like this: ```json{""id"": ""1500007676869"",""folders"": [""file:///Users/bpasero/Development/Microsoft/monaco"",""file:///Users/bpasero/Development/Microsoft/vscode-distro"",""file:///Users/bpasero/Development/Microsoft/vscode-docs"",""file:///Users/bpasero/Development/Microsoft/vscode-extension-sdk""]}```",issue396_allCommentsText.doc,396_non-argumentative,211835,212164
"And the new format ist: ```json{""folders"": [{ ""path"": ""/Users/bpasero/Development/Microsoft/monaco"" },{ ""path"": ""/Users/bpasero/Development/Microsoft/vscode-distro"" },{ ""path"": ""/Users/bpasero/Development/Microsoft/vscode-docs"" },{ ""path"": ""/Users/bpasero/Development/Microsoft/vscode-extension-sdk"" }]}```",issue396_allCommentsText.doc,396_non-argumentative,212167,212484
The workspace ID is used to associate a couple of things with the workspace:,issue396_allCommentsText.doc,"396_claim 75, 396_support 75",212504,212580
*         all UI state (e.g. opened files),issue396_allCommentsText.doc,"396_claim 75, 396_support 75",212581,212623
*         all dirty file state (aka hot-exit),issue396_allCommentsText.doc,396_non-argumentative,212624,212669
*         extensions state (if any),issue396_allCommentsText.doc,396_non-argumentative,212670,212705
We decided to remove the `id` property from the workspace file and instead compute the `id` automatically based on the absolute file path of the workspace file on disk.,issue396_allCommentsText.doc,"396_claim 75, 396_support 75",212708,212876
This has a couple of advantages and disadvantages but in the end we think the advantages make this a better solution:,issue396_allCommentsText.doc,396_non-argumentative,212877,212994
*         it was weird that you could edit the `id` in the file simply by typing another value,issue396_allCommentsText.doc,"396_warrant 75, 396_support 75",212995,213089
*         it was not very clear how to treat the `id` when sharing the workspace file with others (should the `id` be changed? should the `id` be a uuid?),issue396_allCommentsText.doc,"396_warrant 75, 396_support 75",213090,213244
"*         it was not possible to copy a workspace file and open it in a separate window, you had to change the `id` first in the copied file",issue396_allCommentsText.doc,"396_warrant 75, 396_support 75",213245,213385
"*         as a consequence, the ""Save Workspace As"" action would have to ask the user if the copy should have a different `id` or not",issue396_allCommentsText.doc,"396_warrant 75, 396_support 75",213386,213519
@bpasero it's awesome.,issue396_allCommentsText.doc,396_non-argumentative,214783,214805
@DaniloPolani see https://github.com/Microsoft/vscode/issues/29871,issue396_allCommentsText.doc,396_non-argumentative,215040,215106
An update to the handling of **relative paths**: Starting with todays insider build we will write paths to the workspace file as relative path if the location of the workspace file is a parent of the target.,issue396_allCommentsText.doc,396_non-argumentative,215109,215316
"In other words, paths will now always be relative unless we would have to use ""`../`"" notation to express the path.",issue396_allCommentsText.doc,396_non-argumentative,215317,215432
"Since untitled workspaces always live in the data directory of VS Code, the paths in there will always be absolute.",issue396_allCommentsText.doc,396_non-argumentative,215435,215550
"But once you save an untitled workspace to a location, we will rewrite the paths if possible.",issue396_allCommentsText.doc,396_non-argumentative,215551,215644
"If you are curious about the changes around multi root workspaces that went in during this sprint, check the [updated release notes](https://github.com/Microsoft/vscode-docs/blob/vnext/release-notes/v1_16.md#preview-multi-root-workspaces).",issue396_allCommentsText.doc,396_non-argumentative,215647,215886
+1,issue396_allCommentsText.doc,396_non-argumentative,215993,215995
+1,issue396_allCommentsText.doc,396_non-argumentative,216108,216110
Is this feature still not added?,issue396_allCommentsText.doc,396_non-argumentative,229125,229157
This is very important for me.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",229160,229190
"I am working on a project that is composed of 2 separate repositories: the web frontend, and the api.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",229191,229292
"It would be nice if I could open both of these folders in a single ""project"".",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",229293,229370
"Sure, I could solve this by cloning the 2 repos into a single folder and opening that folder but this doesn't work for every case.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",229373,229503
Especially if you have multiple projects that depend on a single repository (i.e. share the same API).,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",229504,229606
This feature would also be useful for those who use code as documentation.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",229609,229683
@JamesTheHacker for a while use vscode-insiders which support multiple projects at same time.,issue396_allCommentsText.doc,396_non-argumentative,229798,229891
And you can suggest features depending on what you feel with the insider version to make it better,issue396_allCommentsText.doc,396_non-argumentative,229892,229990
"When this ships, VSCode version should probably bump to 2.0.",issue396_allCommentsText.doc,396_non-argumentative,230099,230159
"This is already supported since quite a long time, if you simply open a subfolder of a git repo.",issue396_allCommentsText.doc,396_non-argumentative,232174,232270
+1,issue396_allCommentsText.doc,396_non-argumentative,232381,232383
@inestyne if you please read prior posts like from @Jeyanthinath you would be aware of using [VSCode Insiders](https://github.com/Microsoft/vscode/issues/396#issuecomment-331775882) to evaluate this feature already.,issue396_allCommentsText.doc,396_non-argumentative,232633,232848
There is even a [roadmap](https://github.com/Microsoft/vscode/issues/28344) to check.,issue396_allCommentsText.doc,396_non-argumentative,232849,232934
So please use the product and provide feedback before it migrates to stable so we all get the best product possible.,issue396_allCommentsText.doc,396_non-argumentative,232935,233051
Thank you.,issue396_allCommentsText.doc,396_non-argumentative,233052,233062
Good day.,issue396_allCommentsText.doc,396_non-argumentative,233063,233072
Just read the thread and use Insiders OMG.,issue396_allCommentsText.doc,396_non-argumentative,233184,233226
I'm gonna unsubscribe... you trolls that doesn't read are impossible.,issue396_allCommentsText.doc,396_non-argumentative,233227,233296
Thanks @pr-yemibedu,issue396_allCommentsText.doc,396_non-argumentative,233297,233316
Sensitive,issue396_allCommentsText.doc,396_non-argumentative,233427,233436
"Since this thread is 2 years long, and the feature seems to be in the Insiders' build now, is there a way to mark this thread so that is more obvious than reading the entire thread from the top?",issue396_allCommentsText.doc,396_non-argumentative,233547,233741
Support for multi-root workspaces is now enabled by default in the stable release.,issue396_allCommentsText.doc,396_non-argumentative,236292,236374
![panel-red2](https://user-images.githubusercontent.com/900690/32322596-531e2f5a-bfc5-11e7-8604-c89490a503d7.gif),issue396_allCommentsText.doc,396_non-argumentative,236377,236490
Please refer to our [documentation](https://code.visualstudio.com/docs/editor/multi-root-workspaces) for a full explanation of all the features that come with it.,issue396_allCommentsText.doc,396_non-argumentative,236493,236655
Extension authors should refer to our [wiki](https://github.com/Microsoft/vscode/wiki/Extension-Authoring:-Adopting-Multi-Root-Workspace-APIs) that explains the new extension APIs to make your extension ready for multi-root workspaces.,issue396_allCommentsText.doc,396_non-argumentative,236656,236891
"We are happy that quite some extensions have already started to adopt the new multi-root API, thanks for that!",issue396_allCommentsText.doc,396_non-argumentative,236892,237002
"Please do not hesitate to file issues for multi-root as you encounter them, we are still planning on making tweaks and providing additional APIs for extensions to work with multi-root workspaces in the future.",issue396_allCommentsText.doc,396_non-argumentative,237005,237214
"This is great, but when will it be available?",issue396_allCommentsText.doc,396_non-argumentative,237331,237376
"Also, in the documentation that you just referenced, it said it's still in the Insider's build and will be in the stable release soon.",issue396_allCommentsText.doc,396_non-argumentative,237479,237613
"~~I understand it may be a small while before the next build is released, but I saw this notification expecting it to be available.",issue396_allCommentsText.doc,396_non-argumentative,237616,237747
Edit: I apologize for my impatience.,issue396_allCommentsText.doc,396_non-argumentative,237927,237963
"I was just trying to open a new window the manual way (call the .exe again) and it wasn't working, but didn't look in File > Open New Window.",issue396_allCommentsText.doc,396_non-argumentative,237964,238105
This will work for now.,issue396_allCommentsText.doc,396_non-argumentative,238106,238129
Looking forward to the release of the next build. ð,issue396_allCommentsText.doc,396_non-argumentative,238130,238184
@bpasero Please close this #35849 open issue since the expected functionality has done as part this #396 feature.,issue396_allCommentsText.doc,396_non-argumentative,238298,238411
Just a quick question.,issue396_allCommentsText.doc,396_non-argumentative,238521,238543
"Is it possible, when I have opened more folders, to switch which folder I want to compile?",issue396_allCommentsText.doc,396_non-argumentative,238544,238634
At the moment it is always the first one in stable version.,issue396_allCommentsText.doc,396_non-argumentative,238635,238694
"EDIT: This might be for the creator of PlatformIO extension, but I am asking on both sides.",issue396_allCommentsText.doc,396_non-argumentative,238697,238788
Just in case...,issue396_allCommentsText.doc,396_non-argumentative,238789,238804
"@DJManas it sounds like that this is up to the extension you are using to decide, so you should ask the author of the extension.",issue396_allCommentsText.doc,396_non-argumentative,238914,239042
"@bpasero Ok, I did in parallel, thank you for reply.",issue396_allCommentsText.doc,396_non-argumentative,239152,239204
It took some time until it became _stable_ in the entire ecosystem.,issue396_allCommentsText.doc,396_non-argumentative,22704,22771
"Be cautious yes, take your time and be safe yes, but never say ""no, it could break things"" lol",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",23437,23531
e.g. ```root/server/.vscode/settings.json // <== affects all files in the server/ directorycode/tsconfig.jsonfoo.tsclient/.vscode/settings.json // <== affects all files in the client/ directorycode/tsconfig.jsonfoo.ts.vscode/settings.json // for any file not in server/ or client/```,issue396_allCommentsText.doc,"396_claim 9, 396_support 9",30191,30492
You can configure the extension to always open in a new window if that's your thing too.,issue396_allCommentsText.doc,396_non-argumentative,33356,33444
"@waderyan , sorry for the late response:",issue396_allCommentsText.doc,396_non-argumentative,65794,65834
One for opened files and one for the explorer tree of the current opened folder.,issue396_allCommentsText.doc,"396_ground 19, 396_support 19",87719,87799
I have only seen that Sublime Text has support for projects with a [project file](https://www.sublimetext.com/docs/3/projects.html).,issue396_allCommentsText.doc,396_non-argumentative,95762,95894
How does that equate to what is being asked for here?,issue396_allCommentsText.doc,396_non-argumentative,95895,95948
It sounds like a request for vscode to support project files within a workspace.,issue396_allCommentsText.doc,396_non-argumentative,95949,96029
There was a comment earlier of an extension that could handle things in that regard [for a project manager](https://github.com/Microsoft/vscode/issues/396#issuecomment-288684735).,issue396_allCommentsText.doc,396_non-argumentative,96030,96209
It really seems like lower hanging fruit to just enable primary and a bunch of secondaries.,issue396_allCommentsText.doc,"396_warrant 21, 396_support 21",96385,96476
Probably a simple arrow or start to indicate primary.,issue396_allCommentsText.doc,"396_claim 21, 396_support 21",96477,96530
![image](https://cloud.githubusercontent.com/assets/22304841/25153476/a94e5faa-245a-11e7-8717-410c3a823536.png),issue396_allCommentsText.doc,"396_claim 21, 396_support 21",96554,96665
Thank you.,issue396_allCommentsText.doc,396_non-argumentative,96531,96541
Good day.,issue396_allCommentsText.doc,396_non-argumentative,96542,96551
How do you manage your 30 repos now @martellaj ?,issue396_allCommentsText.doc,396_non-argumentative,102884,102932
That sounds horrible to be working live with that many files open.,issue396_allCommentsText.doc,396_non-argumentative,102933,102999
"I create tests update configuration files and project options to make I work, then I go back to my prior view.",issue396_allCommentsText.doc,396_non-argumentative,103177,103287
That is still maybe 3 or 4 other windows.,issue396_allCommentsText.doc,396_non-argumentative,103288,103329
Are you doing this because of other limitations in your environment?,issue396_allCommentsText.doc,396_non-argumentative,103330,103398
maybe the programming language does not have intellisense?,issue396_allCommentsText.doc,396_non-argumentative,103399,103457
Maybe an extension that can read the API to give you functional signatures would help?,issue396_allCommentsText.doc,396_non-argumentative,103458,103544
"A language like F# has a feature called type providers, one of which can do just that and make programming the web easier.",issue396_allCommentsText.doc,396_non-argumentative,103545,103667
"This is not to diminish your need for multiple folders, just that you would probably still have at least a handful of other issues with such a large active workspace.",issue396_allCommentsText.doc,396_non-argumentative,103668,103834
Thank you.,issue396_allCommentsText.doc,396_non-argumentative,103835,103845
Good day.,issue396_allCommentsText.doc,396_non-argumentative,103846,103855
I agree with the points made as you can see my previous posts favor this feature.,issue396_allCommentsText.doc,396_non-argumentative,105318,105399
There was an exact statement I was commenting about by martinjco :,issue396_allCommentsText.doc,396_non-argumentative,105400,105466
What nuno1895 shows is how I use Atom today when I need to work on multiple folders but a simple main focus project.,issue396_allCommentsText.doc,396_non-argumentative,105589,105705
"I do in fact use both as well as VS2015, gedit, vim, notepad, and notepad++ for active development.",issue396_allCommentsText.doc,396_non-argumentative,105706,105805
There are strengths in each that have no equivalent yet in their counterparts.,issue396_allCommentsText.doc,396_non-argumentative,105806,105884
I was just trying to understand if there was a core point that can be made clear.,issue396_allCommentsText.doc,396_non-argumentative,105887,105968
We all want to get this worked on and favored by the developers who would spend time on it. That is why I was asking how this is handled today.,issue396_allCommentsText.doc,396_non-argumentative,105969,106113
9 vs 30 probably would not have struck my interest as much to respond but I like to know what people are comparing to vscode and if it is worth me even looking at another tool.,issue396_allCommentsText.doc,396_non-argumentative,106113,106289
I have only seen Atom and SublimeText spoken about as the basis for comparison and with useful screenshots.,issue396_allCommentsText.doc,396_non-argumentative,106292,106399
Thank you.,issue396_allCommentsText.doc,396_non-argumentative,106489,106499
Good day.,issue396_allCommentsText.doc,396_non-argumentative,106500,106509
I read about that feature.,issue396_allCommentsText.doc,396_non-argumentative,107734,107760
[Switch projects without browsing in Sublime Text](http://sublimetexttips.com/switch-projects-without-browsing-in-sublime-text/) points out some of the good and bad.,issue396_allCommentsText.doc,396_non-argumentative,107761,107926
It would be nice to maybe encode the multiple folders open in the workspace settings file.,issue396_allCommentsText.doc,"396_claim 24, 396_support 24",107927,108017
"If that file seems the wrong place, then something like folders.json can be created to persist the current state of what folders and files are available and open for the current working set.",issue396_allCommentsText.doc,"396_claim 24, 396_support 24",108018,108208
Thank you.,issue396_allCommentsText.doc,396_non-argumentative,108209,108219
Good day.,issue396_allCommentsText.doc,396_non-argumentative,108220,108229
"-         I only want to open a subset of the repos in my ""git folder""",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",113512,113582
-         I want a nice way to search in a single folder or organize search results by project,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",113583,113677
-         I want to be able to navigate to dependency code to read quickly,issue396_allCommentsText.doc,"396_warrant 1, 396_warrant 23, 396_support 1, 396_support 23",113678,113752
-         I want to run different versions of TypeScript for different folders,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",113753,113831
-         VS Code is too slow with giant repos,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",113832,113878
-         I want to keep some projects always open to use for reference (eg. a theme/template),issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",113879,113973
-         I want VS Code to recognize .vscode/settings.json files in any directory (this would help workaround),issue396_allCommentsText.doc,"396_claim 11, 396_support 11",113974,114085
-         Let me define a project root (search/debug) and a git root,issue396_allCommentsText.doc,"396_claim 14, 396_support 14",114086,114154
-         Sublime handles multi-folder git integration elegantly,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",114155,114219
-         Tabbed folders similar to Slack's UI (ie. some active project paradigm),issue396_allCommentsText.doc,"396_claim 10, 396_support 10",114220,114301
-         A separate section in explorer for each folder,issue396_allCommentsText.doc,"396_claim 19, 396_support 19",114302,114358
-         Use a folder as primary and the rest as linked/sub-folders,issue396_allCommentsText.doc,"396_warrant 25, 396_support 25",114359,114427
-         I want quick switch project like in sublime (fast switch + retain the workspace layout),issue396_allCommentsText.doc,"396_claim 23, 396_support 23",114428,114525
"-         This style of workspace management is particularly useful for the following: npm module, julia, heroku PaaS, wordpress, drupal",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",114526,114662
A feature that would have more use arguably than having multiple roots is to add the ability to have configurable working sets.,issue396_allCommentsText.doc,"396_claim 26, 396_support 26",115531,115658
"This would enable you to open a mutual parent, but have many combinations of folders within this project.",issue396_allCommentsText.doc,"396_warrant 26, 396_support 26",115659,115764
"Generically this would be useful for any project for being able to ""focus"" on certain files/folders at a time in larger codebases without having to change the config for the whole root each time.",issue396_allCommentsText.doc,"396_warrant 26, 396_support 26",115767,115962
Is there the possibility for having multiple workspaces available at once in the UI? So that you could easily switch between them.,issue396_allCommentsText.doc,"396_claim 32, 396_support 32",122736,122866
"For example, you have something like:```EXPRESS, EXPRESS-PLUGINexpress/lib/test/package.jsonexpress-plugin/lib/test/package.jsonCONNECT, CONNECT-PLUGIN```",issue396_allCommentsText.doc,"396_claim 32, 396_support 32",122867,123033
"And then clicking/double-clicking on the `CONNECT, CONNECT-PLUGIN` divider would switch to having that as the active workspace.",issue396_allCommentsText.doc,"396_claim 32, 396_support 32",123036,123163
This would allow easy switching between workspaces for people who have to deal with multiple set of projects.,issue396_allCommentsText.doc,"396_warrant 32, 396_support 32",123164,123273
"I'm not suggesting that they all be available for search and SCM and whatnot, that would remain with the current workspace which is the currently expanded one.",issue396_allCommentsText.doc,"396_claim 32, 396_support 32",123274,123433
"That could then work with having the root folders highlighted as suggested in the first group, and perhaps having the new file/folder icons be available when hovering over those folders.",issue396_allCommentsText.doc,"396_claim 32, 396_support 32",123436,123622
"Some feedback on the settings JSON, might it be useful for the workspace settings to be something like:```workspaces: [{name: ""Express Project"",root: ""file://C:/workspace/"",folders: [""./express/"",""./express-plugin/""]}]```",issue396_allCommentsText.doc,"396_claim 33, 396_support 33",123625,123858
"So then the `root` becomes the source for opening the folders, rather than the path, but the root itself is not opened, only each folder.",issue396_allCommentsText.doc,"396_claim 33, 396_support 33",123861,123998
"You then don't have a ""primary folder"", but still keep the relative file paths.",issue396_allCommentsText.doc,"396_claim 33, 396_support 33",123999,124078
"This is assuming that you can open a pre-defined workspace through the UI, as opposed to opening the root folder and all additional folders with it.",issue396_allCommentsText.doc,"396_claim 33, 396_support 33",124079,124227
"The name can then be used as the divider preventing large numbers of folder names making it too long, or unhelpfully shortened.",issue396_allCommentsText.doc,"396_claim 33, 396_support 33",124228,124355
I find it strange that you're proposing to add 'workspaces' to the __user settings__.,issue396_allCommentsText.doc,"396_claim 38, 396_against 38",127816,127901
I really expected this to end-up in __workspace settings__.,issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",127902,127961
"I _think_ you're actually saying that the workspace settings can also contain the new 'workspaces' property, which is good.",issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",127962,128085
It's also really good that workspace paths can be relative.,issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128086,128145
It just doesn't seem to be something that belongs at all in the user settings.,issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128146,128224
It's a feature that feels very specific to workspaces.,issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128225,128279
"Ah, but now I see why it's also valid in user settings, because it affords me a way to store these workspaces when I want ""random"" folders on my HDD in one workspace where there's no common root.",issue396_allCommentsText.doc,"396_warrant 38, 396_support 38",128280,128475
One thing that seems to get lost in the workspaces when they're stored in user settings is the ability to have other project-specific settings attributed to one workspace or another.,issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128486,128668
"For example, if I had a workspace where I needed the tab size to be 2 spaces and another where it had to be 3, I wouldn't be able to do that with workspaces in user settings.",issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128669,128843
"I'd have to create a folder somewhere, and then put a `.vscode` folder inside of it, and then define `.vscode/settings.json` in order to finally define my workspace with the appropriate tab size override.",issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",128844,129048
"At this point, I'm thinking that creating a new VSCode Project file type that stores all these settings and can be opened as a special file becomes much less cumbersome than having to create this hierarchy of folders to store the workspace `settings.json` file...",issue396_allCommentsText.doc,"396_against 38, 396_warrant 38",129049,129312
"In first design, for additional folders, the path (relative or absolute) in parenthesis can be appended to the name for differentiation.",issue396_allCommentsText.doc,"396_claim 39, 396_support 39",129422,129558
That will be a simple solution I think.,issue396_allCommentsText.doc,"396_warrant 39, 396_support 39",129559,129598
"Using the **User Settings** to store the _Multi-Folder_ is a bit strange for me,",issue396_allCommentsText.doc,"396_claim 38, 396_against 38",130246,130326
"If the intention is to avoid creating new files and making it easier to transfer/sync projects/workspaces between computers,",issue396_allCommentsText.doc,"396_against 38, 396_warrant 38, 396_warrant 42, 396_support 42",130384,130508
"Doing so, when you _Add a Folder_, it will be added only to the `Workspace Settings`.",issue396_allCommentsText.doc,"396_claim 38, 396_claim 42, 396_against 38, 396_support 42",130642,130727
"Then, when opening a folder, you just look for `.vscode\settings.json` file and a `additionalFolders` entry in there,  to check _if this is a multi-folder_ workspace.",issue396_allCommentsText.doc,"396_claim 38, 396_claim 42, 396_against 38, 396_support 42",130728,130894
"_It's similar to the second example that you used, about the two missing git repos_.",issue396_allCommentsText.doc,"396_claim 38, 396_claim 42, 396_against 38, 396_support 42",130894,130979
"SomeFolder\.vscode\settings.json ```json{ ""editor.wordWrap"": ""off"", ""editor.codeLens"": false, ""editor.renderWhitespace"": ""all"", ""workbench.colorTheme"": ""Abyss"",  ""additionalFolders"": [  ""./express"",  ""./express-plugin"",  ""~/commons/other-stuff"",  ""file:///C://Temp//oldlib"" ]}```",issue396_allCommentsText.doc,"396_claim 38, 396_claim 42, 396_against 38, 396_support 42",130982,131277
"Also, support _user-data_ locations like `~` and `$home`,",issue396_allCommentsText.doc,"396_claim 43, 396_support 43",131278,131335
I missed only one point: **API**. How extensions would integrate with that?,issue396_allCommentsText.doc,396_non-argumentative,131409,131484
Thanks for the efforts.,issue396_allCommentsText.doc,396_non-argumentative,131487,131510
Looking forward for the first insiders releases ð,issue396_allCommentsText.doc,396_non-argumentative,131511,131563
I liked the proposed SCM interface.,issue396_allCommentsText.doc,"396_claim 40, 396_support 40",129828,129863
"Having a **summary** section and the **One section per folder** gives me, IMHO, a much easier interface to detect and work with the changes.",issue396_allCommentsText.doc,"396_warrant 40, 396_support 40",129864,130004
"so the **One section per folder** idea should be used in **Search** tab as well, instead of concatenate the folder name at each result.",issue396_allCommentsText.doc,"396_claim 41, 396_support 41",130073,130208
The same for the **Explorer** tab.,issue396_allCommentsText.doc,"396_claim 41, 396_support 41",130209,130243
**Workspace switching and multi windows**,issue396_allCommentsText.doc,396_non-argumentative,133683,133724
"Without a doubt, we need to work on better workspace switching and multi windows support in VS Code.",issue396_allCommentsText.doc,396_non-argumentative,133725,133825
"Since we treat a multi-root workspace the same as any other workspace with a folder, improving workspace switching and multi windows support will benefit any user, even those that are not leveraging multi-root workspaces.",issue396_allCommentsText.doc,396_non-argumentative,133826,134047
We will have to look into better and easier ways of switching between folders and opened windows independent from multi-root.,issue396_allCommentsText.doc,396_non-argumentative,134048,134173
@borekb how settings apply will change a little bit depending on wether you are in a multi-root setup or not: user settings always apply to all folders opened as before.,issue396_allCommentsText.doc,396_non-argumentative,134854,135023
