Text Content,Document,Codes,Start position,End position,time_pre,author_pre,time_cur,author_cur,time_next,author_next,author_association
"I started using VSCode a few months ago and, generally, I'm very satisfied.",issue396_allCommentsText.doc,396_non-argumentative,108341,108416,2017-05-12T14:37:11Z,pr-yemibedu,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,NONE
I'll add my voice to the choir and say that this missing feature is the big head-scratcher for me.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",108417,108515,2017-05-12T14:37:11Z,pr-yemibedu,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,NONE
Are there _any_ other decent editors that have this limitation?,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",108516,108579,2017-05-12T14:37:11Z,pr-yemibedu,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,NONE
"In any case, it should be fixed. :)",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",108580,108615,2017-05-12T14:37:11Z,pr-yemibedu,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,NONE
It would also be nice if workspace settings by default was set on all the three projects.,issue396_allCommentsText.doc,"396_claim 11, 396_support 11",109465,109554,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,NONE
"Preferably I'd like to just open the root folder in VS Code and have it automatically figure out it's essentially three different projects, and that files under mygame belong to that git repository and not the one in mygameengine.",issue396_allCommentsText.doc,"396_warrant 11, 396_support 11",109046,109276,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,NONE
Here's the setup at my new job:One repo for the core tech. Say path is C:/mygamengine/One repo for the game code. It's synced to C:/mygamengine/mygameOne repo for the game's content (textures etc): C:/mygamengine/mygame_data,issue396_allCommentsText.doc,"396_ground 11, 396_support 11",108724,108951,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,NONE
All three are git.,issue396_allCommentsText.doc,"396_ground 11, 396_support 11",108954,108972,2017-05-15T12:27:55Z,logidelic,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,NONE
"Wow, this still hasn't been resolved?",issue396_allCommentsText.doc,396_non-argumentative,109669,109706,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,NONE
"I was hoping to replace Atom with VS Code since, according to reviews, it is much faster and doesn't lag as Atom does.",issue396_allCommentsText.doc,396_non-argumentative,109707,109825,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,NONE
"My main project is two Git repos, one back end and the other a front end.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",109826,109899,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,NONE
In Atom I just add both folders to my workspace and just works.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",110025,110088,2017-05-15T13:06:42Z,Srekel,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,NONE
It's been a while since our last update so I thought I'd bring everyone up to speed.,issue396_allCommentsText.doc,396_non-argumentative,110231,110315,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"Myself, @bpasero and the rest of the team have identified most of the issues with implementing multi-root and are currently working on some mock ups and figuring out more specifics of the UX.",issue396_allCommentsText.doc,396_non-argumentative,110316,110507,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
It's taking so long because this feature is not our only responsibility and the work involved in making multi-root happen is quite immense.,issue396_allCommentsText.doc,396_non-argumentative,110542,110681,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
For starters all components within VS Code were designed under the assumption that there is only ever a single folder or no folder opened at any given time.,issue396_allCommentsText.doc,396_non-argumentative,110682,110838,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"When you have an codebase as large as ours with an assumption like this, it takes a lot of work to make it more flexible.",issue396_allCommentsText.doc,396_non-argumentative,110839,110960,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"To give some examples, here are some of the bigger pain points we've identified so far:",issue396_allCommentsText.doc,396_non-argumentative,110963,111050,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"-         The extension API exposes a single `workspace.rootPath`, this is insufficient when we add support for multi-root folders.",issue396_allCommentsText.doc,396_non-argumentative,111053,111184,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
We want to avoid breaking these extensions and provide a migration path if necessary.,issue396_allCommentsText.doc,396_non-argumentative,111185,111270,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         The way workspace settings interact in a multi-root world is a little different.,issue396_allCommentsText.doc,396_non-argumentative,111271,111361,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
Take `workbench.statusBar.visible` for example which is currently allowed in workspace settings.,issue396_allCommentsText.doc,396_non-argumentative,111362,111458,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
We would no longer be able to support this as it would lead to strange/buggy behavior if defined in 2 folders.,issue396_allCommentsText.doc,396_non-argumentative,111459,111569,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
We're in the process of finding out how to deal with these sorts of cases.,issue396_allCommentsText.doc,396_non-argumentative,111570,111644,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"-         The SCM provider (git) needs probably the largest amount of UX work in order to support multiple folders: Do we need to introduce the concept of an ""active project""?",issue396_allCommentsText.doc,396_non-argumentative,111645,111820,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
Should is be explicitly set (right click the folder and set it) or should it be implicit (looking at the active file's folder)?,issue396_allCommentsText.doc,396_non-argumentative,111821,111948,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
Should it be a global concept or limited to that specific feature? etc.,issue396_allCommentsText.doc,396_non-argumentative,111949,112020,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
*         We do not want to rush out with a poorly thought out solution*,issue396_allCommentsText.doc,396_non-argumentative,112023,112096,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
so we're taking our time and really thinking through the potential problems and implications with how this will affect each component.,issue396_allCommentsText.doc,396_non-argumentative,112096,112230,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
It'll come when it's ready.,issue396_allCommentsText.doc,396_non-argumentative,112231,112258,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
I just spent a few hours going through the enormous thread to collate the feedback so far.,issue396_allCommentsText.doc,396_non-argumentative,112295,112385,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"It was a little tough to categorize some of this stuff, but here's what people were after in general (I'm paraphrasing).",issue396_allCommentsText.doc,396_non-argumentative,112386,112506,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         The current folder switching and/or OS window management UX is cumbersome,issue396_allCommentsText.doc,"396_warrant 1, 396_warrant 23, 396_support 1, 396_support 23",112566,112649,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         I want to search across multiple folders,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",112650,112700,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         I want to debug across multiple folders,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",112701,112750,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
**Concerns**,issue396_allCommentsText.doc,396_non-argumentative,112753,112765,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         Do refactorings work across projects or on a single project?,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",112768,112838,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         Which project am I committing to on Git?,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",112839,112889,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         What folder(s) will my search running in?,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",112890,112941,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         Don't break workspace settings,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",112942,112982,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         Don't break extensions - warn extension developers about new API,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",112983,113057,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"-         ""In my sense it introduces many other concerns, multiple projects roots for git, search ..... THIS IS VERY BAD for the UX and will potentially introduce bugs and complexity to the editor.""",issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",113290,113488,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
### Current workarounds,issue396_allCommentsText.doc,396_non-argumentative,114665,114688,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
Here are the main workarounds currently:,issue396_allCommentsText.doc,396_non-argumentative,114691,114731,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         Opening a mutual parent,issue396_allCommentsText.doc,396_non-argumentative,114734,114767,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         [Git Project Manager](https://marketplace.visualstudio.com/items?itemName=felipecaputo.git-project-manager),issue396_allCommentsText.doc,396_non-argumentative,114768,114885,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
-         [Project Manager](https://marketplace.visualstudio.com/items?itemName=alefragnani.project-manager),issue396_allCommentsText.doc,396_non-argumentative,114886,114994,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"-         Symlink the folders as sub directories of the ""master folder""",issue396_allCommentsText.doc,396_non-argumentative,114995,115066,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
### When to comment?,issue396_allCommentsText.doc,396_non-argumentative,115069,115089,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"Please avoid :+1: or ""I want this"" comments.",issue396_allCommentsText.doc,396_non-argumentative,115092,115136,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
"When a comment is made on this issue, the 153 and counting people that commented on the are notified in addition to many more who hit the subscribe button.",issue396_allCommentsText.doc,396_non-argumentative,115137,115292,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
*Commenting will also bury team updates* so try to be mindful of that.,issue396_allCommentsText.doc,396_non-argumentative,115293,115363,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
By all means comment if it adds to the conversation though.,issue396_allCommentsText.doc,396_non-argumentative,115364,115423,2017-05-15T20:23:07Z,edwinramirez,2017-05-16T16:43:57Z,Tyriar,2017-05-17T22:41:57Z,tal,MEMBER
NO plan about this feature?,issue396_allCommentsText.doc,396_non-argumentative,116075,116102,2017-05-17T22:41:57Z,tal,2017-05-18T12:47:00Z,jackie-qiu,2017-05-18T14:45:32Z,andressltz,NONE
You can see the plan for this feature on @Tyriar's comment and in this related links:https://github.com/alefragnani/vscode-project-manager/issues/46https://github.com/Microsoft/vscode/issues/26068,issue396_allCommentsText.doc,396_non-argumentative,116215,116413,2017-05-18T12:47:00Z,jackie-qiu,2017-05-18T14:45:32Z,andressltz,2017-05-30T15:19:57Z,stevencl,NONE
We would like to share our designs for this and get your feedback.,issue396_allCommentsText.doc,396_non-argumentative,116524,116590,2017-05-18T14:45:32Z,andressltz,2017-05-30T15:19:57Z,stevencl,2017-06-01T13:26:06Z,svipben,MEMBER
To do this we are going to set up a number of conference calls where we will walk through our designs and discuss your reactions to the designs.,issue396_allCommentsText.doc,396_non-argumentative,116591,116735,2017-05-18T14:45:32Z,andressltz,2017-05-30T15:19:57Z,stevencl,2017-06-01T13:26:06Z,svipben,MEMBER
"If you would like to take part in these discussions and help us get the design right, please contact me (send me email - stevencl at microsoft dot com) and I will set these up.",issue396_allCommentsText.doc,396_non-argumentative,116738,116914,2017-05-18T14:45:32Z,andressltz,2017-05-30T15:19:57Z,stevencl,2017-06-01T13:26:06Z,svipben,MEMBER
We are hoping to schedule these discussions for Thursday 1st June and Friday 2nd June.,issue396_allCommentsText.doc,396_non-argumentative,116917,117003,2017-05-18T14:45:32Z,andressltz,2017-05-30T15:19:57Z,stevencl,2017-06-01T13:26:06Z,svipben,MEMBER
@Tyriar @stevencl Thank you guys!,issue396_allCommentsText.doc,396_non-argumentative,117113,117146,2017-05-30T15:19:57Z,stevencl,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,NOT FOUND
Thanks everybody for joining the sessions today.,issue396_allCommentsText.doc,396_non-argumentative,117264,117312,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,MEMBER
The recordings of the sessions have been posted here,issue396_allCommentsText.doc,396_non-argumentative,117313,117365,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,MEMBER
-         group 1 - https://youtu.be/48Y6tB3DN1g,issue396_allCommentsText.doc,396_non-argumentative,117368,117416,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,MEMBER
-         group 2 - https://youtu.be/kHL6Rt-dLm0,issue396_allCommentsText.doc,396_non-argumentative,117417,117465,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,MEMBER
Please watch the videos and share any additional comments you have on the designs.,issue396_allCommentsText.doc,396_non-argumentative,117468,117550,2017-06-01T13:26:06Z,svipben,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,MEMBER
@stevencl thanks for running the studies and making them available!,issue396_allCommentsText.doc,396_non-argumentative,117660,117727,2017-06-01T16:09:19Z,stevencl,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,MEMBER
"Great videos, thanks!",issue396_allCommentsText.doc,396_non-argumentative,117836,117857,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
-         ððð for the overall simple design and natural extension of how VSCode works today.,issue396_allCommentsText.doc,396_non-argumentative,117875,117976,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"You guys dealt with many complex situations in a simple, elegant way.",issue396_allCommentsText.doc,396_non-argumentative,117977,118046,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
Kudos for that!,issue396_allCommentsText.doc,396_non-argumentative,118047,118062,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         Color-coding roots like Alexey suggested is an interesting idea, could help.",issue396_allCommentsText.doc,"396_claim 28, 396_support 28",118324,118410,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         Search: scoping to a folder will be important to me, I guess the current ""files to include"" field could be used for that just fine, just wanted to make sure.",issue396_allCommentsText.doc,"396_claim 5, 396_claim 22, 396_support 5, 396_support 22",118411,118578,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"Thanks again, with this, VSCode will gain new super-powers ð.",issue396_allCommentsText.doc,396_non-argumentative,119493,119557,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         I like the aggregated SCM notification in the bottom left corner, no change needed from my point of view with one exception: I'd skip the popup after clicking the SCM notification and go straight to the SCM panel.",issue396_allCommentsText.doc,"396_claim 27, 396_support 27",118063,118286,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
Fewer clicks = always better for me.,issue396_allCommentsText.doc,"396_warrant 27, 396_support 27",118287,118323,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
-         The only thing I'm not sure about is persistence and opening all the `additionalFolders` when I open the `path`.,issue396_allCommentsText.doc,"396_claim 29, 396_against 29",118579,118701,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"It sort of makes sense with the last example where `express-project` is clearly the ""master project"" but I'm not sure about the previous example: `express` and `express-plugin` felt equal, like true siblings, and I'm not sure I would expect opening `express` would also open `express-plugin`.",issue396_allCommentsText.doc,"396_against 25, 396_against 29, 396_warrant 25, 396_warrant 29",118702,118994,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         In a way, the data structure behind this feels like it should be just a flat list of paths, not one ""path"" and then ""additionalFolders"".",issue396_allCommentsText.doc,"396_against 25, 396_against 29, 396_warrant 25, 396_warrant 29",118995,119141,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         I'm not sure if the concept of one master path is that useful. In my projects, it's probably not.",issue396_allCommentsText.doc,"396_against 25, 396_against 29, 396_warrant 25, 396_warrant 29",119142,119249,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         To open multi-root workspace, I would expect a top-level command like _File > Open workspace_ besides the current _File > Open folder_.",issue396_allCommentsText.doc,"396_against 25, 396_against 29, 396_warrant 25, 396_warrant 29",119250,119395,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
"-         Overall, I am not too sure about this.",issue396_allCommentsText.doc,"396_against 25, 396_against 29, 396_warrant 25, 396_warrant 29",119396,119444,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
Sorry I don't have more concrete suggestions.,issue396_allCommentsText.doc,396_non-argumentative,119445,119490,2017-06-01T16:11:42Z,bpasero,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,NONE
Thanks for sharing the videos.,issue396_allCommentsText.doc,396_non-argumentative,119668,119698,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"I would like to support the ""one section per root folder"" design:",issue396_allCommentsText.doc,"396_claim 30, 396_support 30",119699,119764,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
![one-section-per-root-folder](https://cloud.githubusercontent.com/assets/4390935/26761284/8a031f04-492c-11e7-8d44-9a8f83902f38.png),issue396_allCommentsText.doc,"396_claim 30, 396_support 30",119767,119899,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"At first, I was expecting the other (sublime-text-like) design, but after seeing the ""one section per root folder"" alternative, it became clear to me that this approach had the following advantages:",issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",119902,120100,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"*         Clear, unambiguous distinction and separation between folders (especially if I have more than 2 or 3 of them, which is often the case when I use other editors and IDEs)",issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",120103,120281,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
*         Enforces the notion that a root folder is a separate (sub)project,issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",120282,120357,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"*         Quick access to sub-project commands (such as ""new file"", ""refresh""... and, perhaps in the future, right-clicking to launch a task (e.g. ""rebuild"") on that specific sub-project ;) )",issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",120358,120549,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"*         As mentioned by the 2nd group, with this design, it is less probable to have the folder-name-truncation issue",issue396_allCommentsText.doc,"396_warrant 30, 396_support 30",120550,120669,2017-06-04T07:38:51Z,borekb,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,NONE
"Regarding the ""one section per root folder"" concept... I'm really not sure this will work well for me and most of my use cases.",issue396_allCommentsText.doc,"396_claim 30, 396_against 30",120783,120911,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,2017-06-04T13:37:36Z,borekb,NONE
"Whenever I have a multiple-root situation, it's common that I have *many*; not just 2 or 3.",issue396_allCommentsText.doc,"396_against 30, 396_warrant 30",120911,121002,2017-06-04T12:12:12Z,maddouri,2017-06-04T12:15:29Z,TurkeyMan,2017-06-04T13:37:36Z,borekb,NONE
Also some argument for the current folder-like layout is that it is consistent with how a monorepo would be displayed.,issue396_allCommentsText.doc,"396_warrant 31, 396_support 31",121154,121272,2017-06-04T12:15:29Z,TurkeyMan,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,NONE
"For example, compare: ```monorepo/      <- contains .gitproject1project2``` vs. ```microservices/project1      <- contains .gitproject2      <- contains .git```",issue396_allCommentsText.doc,"396_warrant 31, 396_support 31",121273,121447,2017-06-04T12:15:29Z,TurkeyMan,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,NONE
"Multi-root should follow this as closely as possible,",issue396_allCommentsText.doc,"396_warrant 31, 396_support 31",121648,121701,2017-06-04T12:15:29Z,TurkeyMan,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,NONE
@stevencl One thing I didn't completely understand: will the solution bring scoped (or even hierarchical) treatment of `.vscode` settings?,issue396_allCommentsText.doc,396_non-argumentative,121856,121994,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,2017-06-04T13:47:02Z,pesho,NONE
"Like, if I had `.vscode` per top-level folder, will those settings be applied individually?",issue396_allCommentsText.doc,396_non-argumentative,121995,122086,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,2017-06-04T13:47:02Z,pesho,NONE
Will they be somehow aggregated at the project root?,issue396_allCommentsText.doc,396_non-argumentative,122087,122139,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,2017-06-04T13:47:02Z,pesho,NONE
"Or will only the ""primary"" `.vscode` count?",issue396_allCommentsText.doc,396_non-argumentative,122140,122183,2017-06-04T13:37:36Z,borekb,2017-06-04T13:45:01Z,borekb,2017-06-04T13:47:02Z,pesho,NONE
"I prefer the ""one section per root folder"" design, for the same reasons listed by @maddouri.",issue396_allCommentsText.doc,"396_claim 30, 396_support 30",122291,122383,2017-06-04T13:45:01Z,borekb,2017-06-04T13:47:02Z,pesho,2017-06-04T14:50:34Z,BTMorton,NONE
"Thanks for the design updates, it's looking really good!",issue396_allCommentsText.doc,396_non-argumentative,122677,122733,2017-06-04T13:47:02Z,pesho,2017-06-04T14:50:34Z,BTMorton,2017-06-04T16:26:16Z,dgileadi,NONE
"If the ""one section per root folder"" solution is chosen then I'd like to suggest that the currently visible root folder ""sticks"" to the top of the sidebar, instead of scrolling up out of view.",issue396_allCommentsText.doc,"396_claim 34, 396_support 34",124466,124658,2017-06-04T14:50:34Z,BTMorton,2017-06-04T16:26:16Z,dgileadi,2017-06-04T16:32:28Z,svipben,CONTRIBUTOR
It would only scroll up once the subsequent root folder reached the top of the sidebar.,issue396_allCommentsText.doc,"396_claim 34, 396_support 34",124659,124746,2017-06-04T14:50:34Z,BTMorton,2017-06-04T16:26:16Z,dgileadi,2017-06-04T16:32:28Z,svipben,CONTRIBUTOR
"Or we can follow Sublime, Atom approach, but change color or somehow show which folder is the root and/or stick it to the top.",issue396_allCommentsText.doc,"396_claim 35, 396_support 35",125366,125492,2017-06-04T16:26:16Z,dgileadi,2017-06-04T16:32:28Z,svipben,2017-06-04T21:40:08Z,stefcameron,NOT FOUND
"but having a lot of opened folders reduces space, because bar with refresh, create a new file, etc. will be visible, that's why it's better to don't load bar, but somehow show which folder is the root.",issue396_allCommentsText.doc,"224_warrant 9, 396_against 30, 396_support 9",125529,125730,2017-06-04T16:26:16Z,dgileadi,2017-06-04T16:32:28Z,svipben,2017-06-04T21:40:08Z,stefcameron,NOT FOUND
"BUT again, this bar is really good, because it's much easier to see opened root folders and you can refresh them and do other things which are included in the bar.",issue396_allCommentsText.doc,"224_warrant 9, 396_support 9",125731,125894,2017-06-04T16:26:16Z,dgileadi,2017-06-04T16:32:28Z,svipben,2017-06-04T21:40:08Z,stefcameron,NOT FOUND
